id_transaccion,id_usuario,fecha,intentos_fallidos,categoria,monto,pais_emision,pais_pago,uso_vpn_proxy,paso_3d_secure,dispositivo_nuevo,mismo_envio_facturacion,es_fraude
sdv-id-YpeqYw,3730dfba-6494-4d5c-9a29-6905ee22a70b,1970-01-01,0,Food,1201.99,ESP,JPN,0,1,1,1,0
sdv-id-EeMJSZ,3af31608-b0ea-44df-9a94-ca8a10134e94,1970-01-01,0,Travel,1468.76,ESP,BRA,1,1,1,1,1
sdv-id-vSywcY,d58842de-a2bc-472f-b412-b29347294739,1970-01-01,0,Retail,2360.98,ESP,CHN,1,1,1,0,1
sdv-id-gsleLQ,ecc9d15a-e10b-4781-9d75-18d42e7e4cef,1970-01-01,0,Gaming,667.84,ESP,ARE,1,0,0,1,0
sdv-id-YkPpUj,b81f9c64-1cc1-4f92-af77-e12497a35a49,1970-01-01,0,Travel,2145.06,ESP,PRT,0,1,1,1,1
sdv-id-CHXcSn,f9285706-577c-4717-836a-58870a5a2698,1970-01-01,0,Tech,1137.24,ESP,IND,1,1,0,1,0
sdv-id-ylBAzp,721df83c-b464-49f4-b163-b27430c041a9,1970-01-01,5,Food,653.76,ESP,GBR,1,1,1,1,0
sdv-id-fEVUsk,719d722f-2dc4-4065-98fb-d54243b76bf2,1970-01-01,0,Gaming,1081.52,ESP,FRA,0,1,1,0,0
sdv-id-frXOSj,cba88a28-1727-40d8-bdf1-02c2b9b4c225,1970-01-01,4,Travel,175.8,ESP,CHN,0,0,0,1,1
sdv-id-UqzXqW,ce7ae7f6-3982-4cff-8f77-a665ac3c5640,1970-01-01,0,Retail,1038.28,ESP,CHN,1,0,0,0,1
sdv-id-ZhPKYd,c59ac867-b844-41e9-b5ba-f0bd455a14d6,1970-01-01,0,Gaming,2464.3,ESP,VNM,1,1,1,0,0
sdv-id-PgyYfP,13b8905e-b291-49a9-a269-53e60caa73c9,1970-01-01,0,Food,1403.5,ESP,RUS,0,0,0,1,1
sdv-id-WSyjPg,afc93fac-af0c-463b-8593-49d143cb74f5,1970-01-01,0,Gaming,302.05,ESP,ARE,1,1,1,1,0
sdv-id-HgwUfx,2977fb6e-29d2-45d6-8c03-b6d6f27eec3b,1970-01-01,0,Retail,2471.06,ESP,DEU,0,0,1,1,1
sdv-id-IApSDl,a30bd3b5-58fe-4bd2-b41d-85cdc9257285,1970-01-01,5,Tech,2494.33,ESP,RUS,1,1,0,0,1
sdv-id-pLmWzv,b5cbe3f5-6a66-4184-bde1-bf5daf4847f0,1970-01-01,0,Gaming,107.4,ESP,IND,1,1,0,1,0
sdv-id-uHgghY,f6d20b48-7477-4444-8a17-c5acccdf1d3e,1970-01-01,0,Food,2404.56,ESP,IND,1,1,1,1,0
sdv-id-LgGACK,76185aee-62cc-43b9-85a3-3467b110f489,1970-01-01,1,Gaming,80.08,ESP,ARE,0,1,0,1,0
sdv-id-kogHlA,70d0ebcb-6949-4ce5-a339-5b1a1ce97871,1970-01-01,0,Food,2321.98,ESP,IND,0,1,0,1,0
sdv-id-jLbDFU,338a673a-2777-4076-b1dc-b5e1eb1797ed,1970-01-01,1,Retail,703.24,ESP,RUS,0,1,1,0,1
sdv-id-nQUleS,5ea9f259-45c8-4249-b0fb-b28e0d9bb3b5,1970-01-01,0,Gaming,727.56,ESP,FRA,0,1,0,1,1
sdv-id-zKwqYa,0cf2b69b-0577-4ea9-b899-924698de8ebb,1970-01-01,0,Travel,313.63,ESP,VNM,1,0,0,0,1
sdv-id-qQpEea,d85195ac-d3aa-4b27-90f3-2ab5df586eff,1970-01-01,0,Gaming,538.65,ESP,BRA,1,0,0,0,1
sdv-id-KLEcJP,37df79d8-30bd-473a-9f0b-2be660404c51,1970-01-01,0,Gaming,2020.46,ESP,RUS,1,0,1,0,1
sdv-id-VhXcXE,14c62aba-89c2-4ba5-a48d-f4c0c330ec14,1970-01-01,0,Food,2341.08,ESP,UKR,0,1,0,1,1
sdv-id-gfzEVn,15534416-bf3a-4509-a66e-cec56852833e,1970-01-01,5,Retail,325.19,ESP,UKR,1,1,1,1,0
sdv-id-PxhRzr,b0cab249-7b41-4aed-90c0-e6074a633fc3,1970-01-01,0,Tech,471.51,ESP,FRA,0,0,0,0,1
sdv-id-jAuyuZ,11defebf-9e98-461d-88fe-bf6d199c8d94,1970-01-01,0,Gaming,2182.14,ESP,VNM,0,0,1,0,1
sdv-id-mEyMKX,9645dec1-840d-414b-bbd5-48637974c90b,1970-01-01,0,Gaming,1788.5,ESP,VNM,0,1,1,1,1
sdv-id-vIjpCx,a444c040-4663-4755-a5b0-163908954db1,1970-01-01,0,Tech,1250.82,ESP,DEU,1,0,0,0,1
sdv-id-MEXKdQ,901919b7-26da-4a1c-87a9-ff3099d6f609,1970-01-01,3,Gaming,812.79,ESP,JPN,0,1,1,1,0
sdv-id-tvNkbO,00595e29-a226-475b-b432-ece976dc16b5,1970-01-01,0,Gaming,646.51,ESP,NGA,1,1,0,1,0
sdv-id-sqZxZh,78d9a88a-ef0b-4a4f-bc73-7d9211ab3d11,1970-01-01,2,Travel,1307.9,ESP,ITA,1,0,0,1,0
sdv-id-RYUulS,44fcc054-cfc1-4689-8953-4e152ea37b78,1970-01-01,3,Tech,476.37,ESP,ARE,0,0,0,0,1
sdv-id-WxPTkh,4362262d-e07e-4721-a71d-6ba3486dce57,1970-01-01,0,Food,1252.92,ESP,GBR,0,1,0,0,1
sdv-id-kwNHPH,b34efd5b-6e73-4276-b065-42ee2e519870,1970-01-01,0,Food,1986.59,ESP,JPN,1,1,1,0,0
sdv-id-obYOEv,31ab2c49-ec81-4e3e-a66a-786114941dbd,1970-01-01,0,Food,1214.96,ESP,DEU,0,0,0,1,0
sdv-id-PXoDMP,2d085b30-619a-47cd-a2c0-45e664176a88,1970-01-01,4,Travel,2068.06,ESP,PRT,0,0,1,0,1
sdv-id-aMwZQQ,693c3019-a31d-44f8-879c-b953b942190f,1970-01-01,0,Travel,770.55,ESP,USA,0,0,0,1,1
sdv-id-hIiWJB,c4130c74-6bf4-4fd0-9dca-4b450de27365,1970-01-01,0,Gaming,2288.19,ESP,BGD,1,0,1,0,1
sdv-id-XEwrRe,0473b982-d1a5-49db-8b90-b03d1c00b895,1970-01-01,1,Gaming,2013.6,ESP,ITA,1,0,0,0,1
sdv-id-GdJZCN,624a2a50-d0b1-4de0-b1f3-f0c022f3f068,1970-01-01,1,Tech,821.05,ESP,ARE,0,0,1,1,1
sdv-id-gWVyOY,e83f4e25-8e36-4254-901d-c98b7c7519b7,1970-01-01,0,Travel,1447.16,ESP,ARE,1,0,0,1,0
sdv-id-mjgSDi,2b66201c-f21d-46e7-99e0-7cbd17342957,1970-01-01,0,Gaming,1064.23,ESP,UKR,1,1,1,0,0
sdv-id-tRxcid,aebfaef7-c940-438d-b673-99cd7aa38b4e,1970-01-01,0,Travel,1496.38,ESP,BRA,1,0,1,1,0
sdv-id-rXELzP,7590a2f6-b095-4247-af51-f151687862c4,1970-01-01,5,Food,1075.32,ESP,ITA,0,1,1,0,1
sdv-id-tGQoHo,cfb30320-e9bd-4511-8ad6-34a7f6a64d7f,1970-01-01,0,Retail,2043.38,ESP,VNM,1,1,0,1,0
sdv-id-dVXhzX,fc75de3d-d473-43b5-852a-2da70e00583d,1970-01-01,1,Tech,1507.22,ESP,ITA,1,0,0,0,1
sdv-id-guLHVb,6ee2f9bf-8ad3-43b1-977d-d689a98d61ec,1970-01-01,5,Food,1015.53,ESP,PRT,1,0,0,0,0
sdv-id-TsCKnT,af1e0ecd-c555-430a-8985-8ab5c54f447e,1970-01-01,0,Gaming,1073.55,ESP,ITA,1,0,0,0,1
sdv-id-xMCnxf,d3916dcf-d6ca-4e2c-a60e-37cc62874624,1970-01-01,0,Tech,185.48,ESP,ARE,1,0,1,1,0
sdv-id-YSjdxZ,e0e660c2-b477-4af7-b8d7-e825bd6f6707,1970-01-01,0,Gaming,88.3,ESP,RUS,0,0,0,0,1
sdv-id-accJAT,70adf7ed-4277-471c-9694-4fa8afb77dcd,1970-01-01,0,Tech,283.44,ESP,ARE,1,1,1,0,0
sdv-id-kxQPsX,054da197-5273-460c-97a0-3c178620a10a,1970-01-01,3,Tech,1373.32,ESP,BRA,0,0,0,0,0
sdv-id-FiWqXC,179ee93b-a399-4919-a956-8d7dd57e4322,1970-01-01,1,Travel,639.33,ESP,PRT,1,0,0,1,1
sdv-id-TWVlCS,4f612217-eef1-4694-90ca-e32d0aba590e,1970-01-01,5,Travel,921.12,ESP,NGA,0,0,1,1,1
sdv-id-bokDKm,c48d276c-acae-4af8-9599-b267390f516d,1970-01-01,0,Tech,1712.8,ESP,GBR,1,1,0,0,0
sdv-id-RwUQRb,0a707ba8-df9a-49f5-b643-5b4e1508faec,1970-01-01,0,Gaming,1790.85,ESP,JPN,0,1,1,0,1
sdv-id-lNuGZk,099fbb57-d2f7-4a83-ba59-5dc815b66499,1970-01-01,0,Tech,2426.97,ESP,JPN,0,1,1,0,1
sdv-id-nnOUOV,083759f8-2090-435e-95fc-f99133c417d5,1970-01-01,1,Travel,1560.65,ESP,IND,0,1,0,1,0
sdv-id-cclCrq,bbd6ef33-861f-4ba0-b39f-e641377c15a4,1970-01-01,0,Food,498.43,ESP,RUS,1,1,1,1,0
sdv-id-nOcTre,e61d9cde-1747-4387-bd23-d47995492a82,1970-01-01,2,Travel,501.2,ESP,VNM,1,1,1,1,0
sdv-id-DUCSkj,97f9580e-6e20-4c72-8f46-0215122533fd,1970-01-01,0,Tech,14.76,ESP,JPN,0,0,1,1,0
sdv-id-ObTQVO,d47262cf-6442-4305-ba87-fb096f26324b,1970-01-01,0,Travel,1898.44,ESP,ARE,1,1,1,0,1
sdv-id-WzmCNg,b8943df8-c9ab-4a91-9674-b9e20e5995aa,1970-01-01,0,Travel,1210.81,ESP,BGD,0,0,1,1,1
sdv-id-cLifXY,e67b6ad3-34be-4f01-a1a9-3ecfec0dd9ba,1970-01-01,4,Gaming,293.87,ESP,VNM,1,0,0,0,1
sdv-id-DpaVsh,27165ab6-73c1-4557-b6e2-6e93e62abbfe,1970-01-01,0,Retail,1877.1,ESP,DEU,1,0,1,1,1
sdv-id-giAXjb,7acf41f0-902f-4243-b3ef-baa905c66c4d,1970-01-01,0,Food,1095.1,ESP,BRA,0,1,0,0,1
sdv-id-cyFtNn,79b8023d-2a31-49ba-a4b1-7e4525807a2c,1970-01-01,0,Retail,213.28,ESP,JPN,1,0,1,0,1
sdv-id-YcrYxu,aaf2f24e-fe54-4eed-9475-e3a1aa39c161,1970-01-01,0,Tech,467.38,ESP,BGD,0,0,0,0,1
sdv-id-YeYapl,48a0d015-6862-49e7-8768-95c2f85c24c3,1970-01-01,5,Tech,1662.16,ESP,BRA,1,1,0,1,0
sdv-id-dnQQEs,07f800a2-6dea-4a22-a439-5bfef8984efa,1970-01-01,0,Food,112.12,ESP,IND,0,0,1,1,0
sdv-id-piZSXB,2a1f955a-d499-4a99-85c4-5a3ee9da484a,1970-01-01,0,Tech,2102.99,ESP,CHN,0,0,0,1,0
sdv-id-MRXWEM,2c910cd0-cb5e-4dab-9a45-b8cc117d3f63,1970-01-01,2,Food,1975.98,ESP,BGD,1,1,0,0,0
sdv-id-GGUyah,2c591da8-fff9-4acf-ae42-05eea52fc3ec,1970-01-01,0,Travel,2461.55,ESP,PRT,0,0,1,1,1
sdv-id-SABujM,7230b85b-27d8-4ea0-a53d-171fc0bde748,1970-01-01,0,Tech,1434.34,ESP,BGD,1,0,0,0,1
sdv-id-CMeHaZ,73b6b143-9d96-46dd-af14-5b3606b63727,1970-01-01,1,Tech,413.2,ESP,ITA,0,1,1,0,1
sdv-id-QWgxhA,108e04ac-99c6-407f-ac81-4510c42eafc8,1970-01-01,0,Tech,1408.28,ESP,JPN,1,0,0,1,0
sdv-id-GRXvLi,b5def807-4a96-4478-a72b-dddd511eeeb8,1970-01-01,0,Food,1649.29,ESP,DEU,1,1,1,0,1
sdv-id-UsubHi,84c86c46-2359-4fa4-b4ad-af890ff1aa9f,1970-01-01,0,Tech,799.04,ESP,IND,0,0,1,1,0
sdv-id-cqesuw,334477eb-56b0-4052-b2f7-5350f9a732dc,1970-01-01,4,Gaming,100.78,ESP,UKR,0,0,1,0,1
sdv-id-cxCnpg,a1943347-b9eb-4e1f-935b-67b42fbd9d23,1970-01-01,0,Travel,2181.97,ESP,GBR,1,0,0,0,1
sdv-id-rgvqsS,e51728b2-3832-4fc1-b50b-0860095ee97c,1970-01-01,0,Gaming,2180.9,ESP,CHN,0,1,1,0,1
sdv-id-ffbDdG,21a4344f-bb7b-4e03-9d67-8bb1945ef2e4,1970-01-01,0,Tech,900.43,ESP,UKR,1,0,1,1,0
sdv-id-vYNcYI,8d3a5b2d-881c-4211-89eb-597bf7ceddc4,1970-01-01,1,Retail,2271.66,ESP,IND,0,0,1,1,0
sdv-id-Sczpde,daada0b1-2f13-4a6d-aad5-5c0b69fb2fe6,1970-01-01,2,Gaming,1817.92,ESP,ARE,1,0,0,0,1
sdv-id-hmmedT,07e3c39a-a925-4745-9276-9c9665262474,1970-01-01,1,Gaming,1134.75,ESP,PRT,0,1,0,0,1
sdv-id-tNYMsb,f3896fad-0ced-4b07-bf9d-599222880c89,1970-01-01,0,Travel,2142.77,ESP,USA,1,0,0,1,0
sdv-id-UDPVvw,dd763717-995b-4485-b5b1-27e19a72ebf3,1970-01-01,5,Gaming,2405.06,ESP,JPN,0,0,0,0,0
sdv-id-zvXfVi,d34585a2-c6d1-40fa-9f14-4f16e7744ce2,1970-01-01,0,Retail,991.24,ESP,GBR,1,1,0,1,1
sdv-id-yQJJxf,88802d4d-89b8-47ee-85f8-33cff4ce8477,1970-01-01,0,Food,170.01,ESP,ESP,0,0,0,1,0
sdv-id-veLdem,7ce34563-2036-4a73-9b7e-0502ca9d8831,1970-01-01,1,Travel,887.81,ESP,CHN,1,0,0,0,0
sdv-id-eanLDk,e9c7eb29-d9ad-49e0-b16a-8466dd0a4a6e,1970-01-01,1,Gaming,2221.74,ESP,USA,0,0,1,0,1
sdv-id-pwdqzy,e217a6df-2193-4b93-b7ed-78d9a82e6889,1970-01-01,4,Food,683.06,ESP,USA,0,0,1,0,0
sdv-id-gxxGxs,73b6b143-9d96-46dd-af14-5b3606b63727,1970-01-01,3,Travel,765.23,ESP,GBR,1,0,0,1,0
sdv-id-zAPsSo,9fb83bc9-2b62-4afd-902d-58d99d46df41,1970-01-01,0,Retail,1829.89,ESP,JPN,1,1,0,1,0
sdv-id-rmMkNn,9d482c49-f53f-42d3-8df6-720520ff622c,1970-01-01,0,Retail,281.08,ESP,USA,0,0,0,0,1
sdv-id-yCVTZs,ae92d5ea-6964-45b4-868c-1237ac1796a6,1970-01-01,0,Food,508.71,ESP,USA,1,0,0,0,0
sdv-id-uvexmN,3ca5be29-5217-4bf3-9181-83d1ac2b0cfc,1970-01-01,2,Gaming,2451.46,ESP,ARE,0,0,0,1,0
sdv-id-uTabzH,dcb91d5f-593c-472b-8347-dbca7321a8b2,1970-01-01,4,Food,1451.58,ESP,IND,0,1,0,0,1
sdv-id-ljlOGC,8ba17407-2663-4334-b4a1-7f7a709240bc,1970-01-01,5,Gaming,2021.96,ESP,USA,1,0,0,1,1
sdv-id-iDUSuu,87c97761-f6bd-4f6e-93a7-9138b2093314,1970-01-01,5,Retail,2000.81,ESP,BGD,0,0,0,1,1
sdv-id-IzYfsX,abd13f1a-3d20-4440-80cf-a44d1b7db566,1970-01-01,0,Travel,674.06,ESP,DEU,1,1,1,1,1
sdv-id-eeosWy,4855f44a-3370-4903-a4a8-a8448bdfa208,1970-01-01,2,Tech,835.39,ESP,IND,1,0,0,1,1
sdv-id-TdODoe,3a8c8ed5-a06a-468a-9cac-3d21a5a8c8af,1970-01-01,0,Tech,1734.89,ESP,CHN,0,1,0,1,0
sdv-id-GDAOQk,1c96c12a-19be-4adf-a7d8-8614b991f5ea,1970-01-01,0,Retail,539.95,ESP,BRA,1,0,1,0,0
sdv-id-xajGvL,3dfa45fa-1da6-40f0-8a53-d7c4f68fa05b,1970-01-01,0,Gaming,2391.29,ESP,USA,1,1,0,0,1
sdv-id-YhDKhQ,a021c0ca-3531-468d-8342-bd2bf295456e,1970-01-01,0,Travel,291.08,ESP,RUS,1,0,1,0,0
sdv-id-SCZSEL,bd1eb06f-bf49-4d20-a0a5-25ef99061aac,1970-01-01,0,Retail,779.35,ESP,IND,0,1,0,0,0
sdv-id-nfJmor,5f642a53-17cb-485d-bbaa-574fe0e3c5ce,1970-01-01,0,Gaming,1785.27,ESP,BGD,0,1,1,1,1
sdv-id-TJdktN,00937ba0-65a0-4e43-bd2d-ca8673020b26,1970-01-01,0,Tech,531.49,ESP,PRT,0,0,1,1,0
sdv-id-NclamT,753840d9-87ea-49f2-9e85-95360c11c74d,1970-01-01,0,Tech,2165.03,ESP,BGD,0,1,1,0,1
sdv-id-BKJfSB,5256e276-fba7-4385-a98a-fcb03ef527fe,1970-01-01,5,Retail,1747.52,ESP,VNM,0,1,0,1,1
sdv-id-JXjDgg,e0c2442e-eb38-4cdf-8fd8-2aba0a6dc4ac,1970-01-01,0,Food,39.94,ESP,DEU,1,1,0,1,0
sdv-id-tnDXbl,945b3711-0a85-4722-b0c9-5ec44f2fcfd6,1970-01-01,0,Gaming,736.33,ESP,CHN,1,0,1,1,0
sdv-id-XeQaNt,1802f730-e8ec-4834-9d09-cf19a079f65a,1970-01-01,2,Gaming,333.49,ESP,ITA,1,1,1,0,1
sdv-id-PrnhZw,c16d83ed-ad81-48bd-8029-13ec9ef2b93e,1970-01-01,0,Gaming,490.92,ESP,UKR,1,0,1,1,0
sdv-id-iCXfUX,5d124a22-33d9-414f-bdca-f0893a768ae2,1970-01-01,0,Retail,1205.31,ESP,GBR,1,0,1,0,1
sdv-id-nnbqTN,e22f3884-1f90-41b1-95eb-44d98459f302,1970-01-01,0,Gaming,2241.94,ESP,USA,0,1,0,0,1
sdv-id-gomihy,67037089-c78c-42c3-a374-ed1429b67b14,1970-01-01,3,Gaming,1838.51,ESP,DEU,0,0,1,0,1
sdv-id-hIFsKM,f2a83faa-f11a-41f5-8826-80f934010b60,1970-01-01,1,Retail,1915.91,ESP,CHN,0,1,0,1,0
sdv-id-LZZplE,0a76e404-9bad-46c6-9d7d-08c960cc7abd,1970-01-01,5,Travel,117.66,ESP,ESP,1,0,1,0,1
sdv-id-KTtfQP,2c9de90a-b805-4e3c-8312-5b58e2a868e7,1970-01-01,0,Gaming,415.28,ESP,UKR,0,0,0,0,0
sdv-id-NSgYmN,22fc31db-0bf6-4417-a404-595da6d62d00,1970-01-01,0,Food,1462.98,ESP,BGD,0,0,0,0,1
sdv-id-SsvUGN,71c7ebf1-f9db-407e-9560-4ec81ca931d9,1970-01-01,0,Food,1700.23,ESP,USA,1,0,1,0,1
sdv-id-EuNehC,14fe9960-a539-4212-a34a-35ebec2be308,1970-01-01,0,Food,445.6,ESP,ARE,1,1,1,0,1
sdv-id-rfdWTx,de1d4653-d112-4bb8-a7b2-df91adbd2e33,1970-01-01,0,Retail,1211.65,ESP,CHN,1,0,0,1,1
sdv-id-CSCfeP,cef483f6-71d5-4861-b6bd-6dbe3a8e36fd,1970-01-01,0,Retail,2193.97,ESP,ESP,1,0,0,0,1
sdv-id-SAEKWK,55ba1dfe-a30e-4e97-9406-1f23c91f8d86,1970-01-01,2,Tech,35.48,ESP,GBR,1,0,0,0,1
sdv-id-UdEqcX,86df605b-b0ce-4eff-934b-45a847165e93,1970-01-01,0,Retail,1799.96,ESP,BRA,1,0,0,1,1
sdv-id-wVNcaq,7cb923f5-f5ed-4382-a3a6-ef83cab63107,1970-01-01,0,Retail,1064.91,ESP,UKR,1,1,0,0,1
sdv-id-FOHTeU,4cb34663-7a21-4151-8166-a8b3f26bcebf,1970-01-01,1,Retail,1854.83,ESP,ARE,0,1,0,1,1
sdv-id-CbBMQg,71594914-b1b6-4ecd-8009-45ce932c3ec9,1970-01-01,0,Retail,1273.61,ESP,FRA,0,1,0,1,0
sdv-id-AkRJJJ,065262a2-24a0-4b6e-8878-383ae037e953,1970-01-01,0,Gaming,1603.47,ESP,RUS,1,1,1,0,0
sdv-id-chqDWm,d2eb35a1-355e-4329-87a1-31685681f41d,1970-01-01,4,Gaming,1430.98,ESP,BGD,0,1,0,0,1
sdv-id-WIQdeK,0abf1903-8b43-4eca-805a-adb5fd91aa63,1970-01-01,0,Travel,2076.35,ESP,ESP,0,1,1,0,1
sdv-id-AseraU,75f1f413-cfb8-4cef-a9ba-1163dc554e9c,1970-01-01,0,Food,343.69,ESP,ITA,0,0,1,0,0
sdv-id-Xaidrp,7e2840a1-7a50-4f60-98ad-8eebb7607067,1970-01-01,0,Food,2487.03,ESP,NGA,0,0,0,1,1
sdv-id-PUTvSA,61607459-85c7-404b-8693-da1139c6a1ca,1970-01-01,3,Gaming,1802.9,ESP,NGA,1,0,0,0,1
sdv-id-XwPZkd,037e7f60-8000-4fac-9818-48c527d19990,1970-01-01,0,Travel,754.08,ESP,ESP,0,0,1,1,0
sdv-id-GYaVST,da968e7d-0d46-4159-a668-5e80f16d4fe8,1970-01-01,4,Tech,1892.56,ESP,RUS,1,1,0,1,1
sdv-id-spfjXo,0466cd04-8a5a-4470-ad37-e6c820ac14c2,1970-01-01,0,Travel,1801.73,ESP,DEU,0,1,0,1,0
sdv-id-WBZrmK,3c03032c-c7f0-40cf-8463-aa5e222c2fd2,1970-01-01,0,Travel,1696.97,ESP,BRA,1,0,0,1,0
sdv-id-JdAUau,e2aebd53-b89b-4995-a32e-3ac453fe40e3,1970-01-01,5,Gaming,643.69,ESP,ARE,0,1,0,1,0
sdv-id-cMOyZI,c8271dd9-8da1-4439-80fc-21fd8ffbcc0f,1970-01-01,0,Gaming,2498.11,ESP,FRA,1,1,0,0,0
sdv-id-azbVxJ,b257e257-cc4a-402c-8f49-94e07ab16533,1970-01-01,3,Gaming,1806.51,ESP,BRA,1,0,1,1,0
sdv-id-SMmBjx,c1581092-f335-4ba3-913a-7052986f9025,1970-01-01,0,Travel,249.5,ESP,VNM,1,1,0,0,1
sdv-id-ALmCWk,599f5901-e65c-4d51-ae40-1311c973c84e,1970-01-01,0,Retail,2127.18,ESP,PRT,1,1,0,0,1
sdv-id-NukSZM,a75d0978-3856-4675-a4f8-2a96b99530cf,1970-01-01,1,Gaming,424.11,ESP,PRT,0,0,1,1,0
sdv-id-iaHXke,54aba577-e331-4ee6-a96c-5060cbb474a3,1970-01-01,0,Food,106.01,ESP,BGD,0,1,0,0,1
sdv-id-NMwxTS,b297fa7f-f719-4e43-98cb-3cb4e2f7e7ea,1970-01-01,2,Travel,831.33,ESP,ITA,0,1,0,1,0
sdv-id-nGgeUv,cbccd4fe-5c95-4249-ab47-72f48c01f5cd,1970-01-01,0,Retail,1553.86,ESP,BRA,1,0,1,0,1
sdv-id-rvFYxX,5a1ae461-11ba-41f9-960a-39741efd393b,1970-01-01,0,Gaming,197.03,ESP,VNM,0,0,0,0,0
sdv-id-hzPeeU,c438eae0-b5d0-4595-a4f8-9e23af39f2ce,1970-01-01,0,Travel,1412.52,ESP,CHN,0,1,1,1,0
sdv-id-qzstIT,3e59034b-c1da-4b7d-adb2-094bbce7e298,1970-01-01,0,Retail,1645.99,ESP,BRA,1,1,1,0,0
sdv-id-bagLMr,014d9829-4e4a-416f-bd05-955b0d9e1328,1970-01-01,0,Tech,1865.29,ESP,GBR,1,1,0,1,1
sdv-id-EVIUcd,8b5b73df-d701-4ade-84a0-c5990fab3b92,1970-01-01,0,Tech,258.26,ESP,ARE,0,1,1,0,1
sdv-id-EwUthE,66132e69-7418-4109-93d1-bf0f56c438e4,1970-01-01,5,Gaming,1985.16,ESP,ITA,1,1,1,0,1
sdv-id-bsbgHC,12f776d1-c6ec-457f-ac0d-88188349c078,1970-01-01,0,Tech,1429.03,ESP,ARE,0,0,1,1,0
sdv-id-BXXEqU,46d7a3ea-3e14-4cb6-9229-6fceddf1b853,1970-01-01,0,Retail,1326.19,ESP,ITA,1,1,0,0,0
sdv-id-TmLcLj,7862fa7d-4138-4321-ac11-e260f74fe2b9,1970-01-01,0,Food,977.79,ESP,ARE,1,0,1,1,0
sdv-id-nabeHv,f2ce7eeb-4c56-4b8f-8bb4-32b3d2e76deb,1970-01-01,3,Retail,11.34,ESP,NGA,1,1,1,0,0
sdv-id-dfoVAv,cf367c1b-9a6f-4965-9b5e-d35a2268645f,1970-01-01,3,Tech,1910.17,ESP,DEU,0,0,0,0,1
sdv-id-vfUajA,964db03f-9340-4fad-9c4a-d56bd6016237,1970-01-01,0,Tech,1446.87,ESP,ESP,1,0,0,1,0
sdv-id-MOHzjR,d98f5e83-cf5b-494d-92cc-48539cef5ef4,1970-01-01,0,Retail,127.65,ESP,NGA,1,1,1,0,1
sdv-id-rSyjkg,611b92ab-34aa-4abd-b975-74330b5ed148,1970-01-01,0,Retail,2421.55,ESP,CHN,0,0,1,0,1
sdv-id-yAknOt,b0ee1d54-78b6-4685-8f16-1581612981b0,1970-01-01,0,Retail,1970.89,ESP,DEU,1,1,1,0,1
sdv-id-kMAfnh,d6eaf269-514e-4353-af23-7c4d1e4ea133,1970-01-01,5,Food,240.85,ESP,GBR,0,0,1,0,1
sdv-id-BsKCRN,326acdea-a666-4e73-9e9d-8b00ca0de08e,1970-01-01,1,Food,2180.85,ESP,FRA,1,0,1,1,0
sdv-id-iLpjSw,a86de251-7c98-456f-a288-109db8a9b014,1970-01-01,0,Food,2445.15,ESP,ARE,0,0,1,0,1
sdv-id-yjRSwr,21bddb41-0699-4731-9dcf-8766a93b12cd,1970-01-01,1,Retail,1227.29,ESP,FRA,0,1,0,1,0
sdv-id-LNGCNy,4a0dff8a-1888-40b8-9877-b282bdaba6d8,1970-01-01,1,Tech,2073.39,ESP,USA,0,1,0,0,1
sdv-id-GIfljJ,c971d849-e3fb-4c48-9cf1-16dcc4b03ad1,1970-01-01,4,Travel,2051.25,ESP,ARE,1,0,0,0,0
sdv-id-tIFnzz,3fab0c74-bbbb-4ccc-8d8e-352b37328d15,1970-01-01,0,Tech,2382.87,ESP,BRA,1,0,1,1,0
sdv-id-xRSNXm,9482e11e-5c56-43aa-bd15-d3eec39783ae,1970-01-01,0,Tech,577.87,ESP,VNM,0,0,1,1,0
sdv-id-WuXsrl,7387928a-29a3-4b6d-b9bf-ca38afe9be90,1970-01-01,0,Travel,1824.81,ESP,BRA,1,0,1,1,1
sdv-id-ubtfcO,13d01698-865b-4878-97e5-ae8933d8ae7b,1970-01-01,1,Food,985.58,ESP,JPN,0,0,1,1,1
sdv-id-oiNPZP,9082140a-ed00-4657-b79f-0075ba72186e,1970-01-01,0,Tech,1734.75,ESP,DEU,0,1,1,1,1
sdv-id-oQSGls,d56891ca-11da-487e-85b7-5b82cf086740,1970-01-01,0,Gaming,1893.08,ESP,ARE,0,0,1,0,1
sdv-id-QtFine,82c273a9-771d-4808-88db-039cc78fc57d,1970-01-01,0,Travel,1884.14,ESP,BRA,0,1,1,1,1
sdv-id-eJHvMG,deaeb0c0-a8ac-4ab1-afa9-d02c9e4c4be7,1970-01-01,0,Travel,465.28,ESP,BRA,0,1,1,1,1
sdv-id-ZeQVjL,59423395-03d3-41cf-99a1-2723287dff8e,1970-01-01,0,Travel,1793.81,ESP,BRA,0,0,1,1,0
sdv-id-PzQumy,d284b528-b091-4fb7-b17f-3f92d26aa790,1970-01-01,0,Gaming,595.95,ESP,FRA,0,0,0,1,1
sdv-id-qFLgZE,8a3c3b5e-801e-41da-85b1-ed25f1533ae8,1970-01-01,0,Food,961.89,ESP,JPN,0,1,1,1,0
sdv-id-ZoBAJY,9a00a4e2-f5ed-4b7f-9787-6a50ab7a63e3,1970-01-01,0,Retail,1840.97,ESP,VNM,1,0,1,0,1
